x,y
194.0,110.0
140.0,91.0
810.0,27331.0
348.0,492.0
630.0,1304.0
99.0,43.0
63.0,56.0
63.0,56.0
63.0,56.0
348.0,492.0
63.0,56.0
146.0,12.0
195.0,1819.0
10442.0,9494.0
350.0,143.0
350.0,143.0
350.0,143.0
174.0,57.0
2014.0,2603.0
886.0,11016.0
377.0,311.0
62.0,307.0
6335.0,7137.0
1062.0,950.0
810.0,27331.0
810.0,27332.0
226.0,534.0
1072.0,39500.0
2644.0,3246.0
433.0,1885.0
375.0,290.0
271.0,554.0
118.0,107.0
211.0,95.0
873.0,151.0
3149.0,4843.0
1165.0,612.0
422.0,859.0
2185.0,4042.0
1181.0,371.0
2011.0,817.0
886.0,11016.0
191.0,192.0
3704.0,3676.0
1072.0,39500.0
1032.0,270.0
1360.0,2002.0
465.0,845.0
240.0,181.0
698.0,736.0
698.0,736.0
144.0,43.0
375.0,289.0
1185.0,366.0
810.0,27333.0
1164.0,612.0
264.0,227.0
122.0,31.0
1715.0,1798.0
133.0,239.0
386.0,144.0
614.0,1669.0
2989.0,1593.0
600.0,85.0
4415.0,5464.0
810.0,27333.0
3590.0,3697.0
3859.0,3949.0
810.0,27333.0
86.0,47.0
1432.0,404.0
1740.0,3025.0
11.0,89.0
68.0,3.0
90.0,170.0
333.0,3555.0
155.0,70.0
810.0,27333.0
615.0,413.0
4992.0,4233.0
810.0,27333.0
1173.0,306.0
18634.0,28707.0
6737.0,37028.0
18634.0,28707.0
163.0,933.0
813.0,2787.0
1103.0,528.0
1103.0,528.0
19.0,3.0
3901.0,3169.0
3901.0,3169.0
3018.0,1931.0
3018.0,1931.0
16.0,12.0
16.0,12.0
73.0,25.0
173.0,70.0
2359.0,503.0
229.0,649.0
122.0,56.0
35.0,35.0
381.0,123.0
1289.0,374.0
2014.0,2603.0
126.0,102.0
2934.0,4125.0
127.0,149.0
6.0,1683.0
6335.0,7136.0
194.0,67.0
93.0,166.0
731.0,447.0
604.0,1534.0
1326.0,16906.0
3359.0,2713.0
717.0,350.0
938.0,70.0
10.0,2712.0
10.0,2712.0
191.0,191.0
356.0,288.0
1833.0,1142.0
18634.0,28708.0
193.0,207.0
50.0,121.0
18634.0,28708.0
260.0,199.0
1592.0,1100.0
201.0,170.0
83.0,66.0
348.0,770.0
2315.0,2906.0
2315.0,2906.0
2668.0,4479.0
2125.0,1040.0
18634.0,28707.0
958.0,142.0
61.0,11.0
2358.0,697.0
1228.0,506.0
1228.0,506.0
18634.0,28708.0
89.0,20.0
824.0,793.0
147.0,102.0
163.0,32.0
1711.0,12313.0
2046.0,11593.0
92.0,10.0
92.0,10.0
1087.0,421.0
18634.0,28708.0
1575.0,673.0
2461.0,891.0
3481.0,539.0
2917.0,2638.0
121.0,157.0
121.0,157.0
175.0,74.0
697.0,398.0
702.0,968.0
18633.0,28707.0
7885.0,7280.0
7885.0,7280.0
53.0,49.0
970.0,3746.0
970.0,3746.0
175.0,74.0
2038.0,630.0
511.0,347.0
561.0,495.0
156.0,17.0
1297.0,1023.0
805.0,1491.0
1480.0,413.0
2568.0,6187.0
4930.0,3441.0
2905.0,2101.0
130.0,24.0
18633.0,28707.0
1450.0,62241.0
94.0,113.0
248.0,763.0
3581.0,8212.0
5049.0,10385.0
1633.0,1622.0
1501.0,115006.0
445.0,576.0
429.0,591.0
159.0,49.0
537.0,166.0
704.0,608.0
2972.0,2879.0
115.0,113.0
185.0,55.0
795.0,1034.0
500.0,1317.0
570.0,1267.0
80.0,152.0
10.0,1.0
511.0,347.0
511.0,347.0
528.0,440.0
191.0,191.0
191.0,191.0
71.0,73.0
67.0,7.0
440.0,180.0
588.0,176.0
462.0,48.0
462.0,48.0
262.0,120.0
1617.0,489.0
164.0,91.0
510.0,346.0
1036.0,60.0
2358.0,503.0
10.0,2709.0
10.0,2709.0
10.0,2709.0
10.0,2708.0
510.0,345.0
510.0,345.0
95.0,342.0
652.0,21332.0
510.0,345.0
4849.0,4006.0
295.0,370185.0
28.0,7.0
327.0,147.0
136.0,7.0
963.0,1995.0
2468.0,819.0
80.0,194.0
108.0,53.0
726.0,502.0
726.0,502.0
126.0,102.0
810.0,27332.0
146.0,30.0
18633.0,28703.0
430.0,1003.0
18633.0,28703.0
472.0,533.0
2321.0,1247.0
73.0,24.0
3739.0,1220.0
684.0,1257.0
15.0,7.0
2367.0,3629.0
2589.0,2244.0
366.0,222.0
177.0,75.0
127.0,149.0
231.0,160.0
101.0,14.0
4424.0,1972.0
1377.0,516.0
5184.0,7003.0
828.0,2668.0
138.0,78.0
14863.0,16598.0
76.0,551.0
557.0,226.0
240.0,170.0
72.0,436.0
756.0,446.0
494.0,541.0
510.0,345.0
251.0,212.0
510.0,345.0
566.0,87.0
866.0,289.0
2464.0,4494.0
10.0,2707.0
10.0,2707.0
191.0,189.0
728.0,67.0
855.0,8641.0
4878.0,3125.0
167.0,130.0
5288.0,10286.0
66.0,16.0
48.0,9.0
79.0,18.0
1062.0,1426.0
871.0,409.0
1428.0,2151.0
440.0,1003.0
1244.0,846.0
54.0,14.0
789.0,644.0
3528.0,6219.0
789.0,644.0
166.0,88.0
57.0,10.0
4999.0,3564.0
312.0,1953.0
2198.0,390.0
1396.0,495.0
1396.0,495.0
2560.0,5465.0
2471.0,1630.0
4986.0,1621.0
18632.0,28705.0
3120.0,70688.0
1356.0,663.0
1190.0,802.0
217.0,207.0
649.0,736.0
527.0,227.0
4002.0,2547.0
3570.0,1491.0
652.0,878.0
1506.0,1834.0
203.0,2498.0
126.0,1091.0
4967.0,523.0
379.0,3382.0
1387.0,1030.0
143.0,41.0
1003.0,75522.0
493.0,8486.0
852.0,380.0
26.0,28.0
51.0,6.0
3106.0,6203.0
18632.0,28704.0
86.0,53.0
5002.0,4498.0
731.0,2213.0
1193.0,3312.0
49.0,1495.0
2829.0,1180.0
835.0,295.0
670.0,547.0
38.0,35.0
420.0,1312.0
653.0,11326.0
556.0,17317.0
2556.0,2108.0
834.0,377.0
605.0,3330.0
484.0,326.0
552.0,1602.0
804.0,229.0
10.0,2706.0
1342.0,266.0
191.0,189.0
191.0,189.0
688.0,625.0
670.0,140.0
533.0,707.0
708.0,9631.0
62.0,56.0
1429.0,1504.0
569.0,1268.0
195.0,325.0
43.0,232.0
1443.0,549.0
502.0,664.0
502.0,664.0
298.0,126.0
3932.0,4050.0
2449.0,1353.0
2449.0,1353.0
1272.0,207.0
2568.0,2257.0
291.0,207.0
379.0,3381.0
4203.0,3743.0
1444.0,549.0
234.0,184.0
614.0,224.0
51.0,26.0
1444.0,549.0
729.0,13528.0
466.0,966.0
44.0,63.0
575.0,594.0
5288.0,10279.0
717.0,350.0
2490.0,1160.0
389.0,242.0
1705.0,1797.0
1705.0,1797.0
963.0,761.0
146.0,680.0
10507.0,13823.0
288.0,803.0
67.0,413.0
662.0,1109.0
9010.0,15306.0
67.0,413.0
3020.0,11332.0
348.0,476.0
2588.0,2242.0
154.0,20.0
377.0,258.0
2588.0,2242.0
983.0,839.0
5288.0,10275.0
2049.0,4107.0
3421.0,2538.0
353.0,466.0
430.0,914.0
753.0,31.0
520.0,66.0
1164.0,613.0
440.0,34.0
353.0,3822.0
132.0,71.0
3692.0,3666.0
97.0,66.0
270.0,92.0
270.0,92.0
487.0,892.0
487.0,892.0
487.0,892.0
3133.0,2384.0
355.0,326.0
3133.0,2384.0
2714.0,2332.0
3218.0,1405.0
1237.0,689.0
3218.0,1405.0
4200.0,78602.0
288.0,803.0
1598.0,3307.0
1100.0,1245.0
475.0,833.0
648.0,597.0
1394.0,294.0
349.0,325.0
349.0,325.0
18632.0,28704.0
251.0,178637.0
2683.0,2988.0
630.0,1301.0
58.0,71660.0
2103.0,1600.0
2103.0,1600.0
1126.0,696.0
7.0,5.0
5892.0,5959.0
5992.0,6275.0
5992.0,6275.0
192.0,33.0
2243.0,2273.0
886.0,171.0
1813.0,1647.0
260.0,220.0
781.0,1089.0
914.0,6436.0
414.0,1152.0
1077.0,170.0
122.0,963.0
66.0,610.0
346.0,1224.0
346.0,1224.0
105.0,59.0
1201.0,777.0
1432.0,404.0
186.0,107.0
186.0,107.0
38.0,35.0
802.0,1076.0
1006.0,1389.0
1510.0,2072.0
154.0,590625.0
276.0,206.0
259.0,197.0
300.0,508.0
531.0,713.0
26.0,4.0
1099.0,765.0
1099.0,765.0
2134.0,1510.0
55.0,55.0
7394.0,26583.0
2459.0,2814.0
2459.0,2814.0
1392.0,2902.0
248.0,209.0
193.0,119.0
206.0,1826.0
191.0,189.0
909.0,2668.0
3216.0,1404.0
3602.0,94278.0
38.0,30.0
38.0,30.0
1676.0,1588.0
247.0,100.0
103.0,103152.0
254.0,116.0
678.0,817.0
735.0,748.0
1392.0,2902.0
244.0,312.0
186.0,32.0
521.0,880.0
278.0,425.0
1232.0,1047.0
303.0,373.0
56.0,211.0
38.0,139.0
532.0,608.0
199.0,155.0
398.0,323.0
622.0,2236.0
1151.0,1143.0
925.0,383.0
330.0,91.0
431.0,912.0
431.0,912.0
1010.0,604.0
401.0,360.0
274.0,131.0
102.0,5.0
66.0,9.0
42.0,12.0
760.0,3517.0
84.0,17.0
849.0,516.0
3018.0,1929.0
18632.0,28702.0
43.0,166.0
7885.0,7280.0
458.0,414.0
596.0,638.0
366.0,556.0
191.0,189.0
82.0,4.0
1311.0,305.0
1444.0,1288.0
1444.0,1288.0
2109.0,1595.0
3113.0,1969.0
519.0,168.0
18631.0,28701.0
556.0,66.0
174.0,65.0
430.0,172.0
1388.0,1215.0
351.0,210.0
114.0,38.0
1005.0,1388.0
100.0,1234.0
100.0,1234.0
346.0,1221.0
1523.0,528.0
182.0,169.0
203.0,1393.0
203.0,1393.0
54.0,3.0
295.0,122.0
295.0,122.0
18630.0,28701.0
185.0,130.0
397.0,33.0
1994.0,4228.0
242.0,202.0
168.0,282.0
150.0,521.0
3222.0,3136.0
3222.0,3136.0
73.0,31.0
8296.0,29795.0
172.0,132.0
200.0,71.0
18630.0,28700.0
1591.0,1100.0
640.0,693.0
640.0,693.0
75.0,136.0
1457.0,417.0
53.0,49.0
1015.0,334.0
480.0,135.0
1977.0,1371.0
89.0,9.0
2328.0,1343.0
85.0,9.0
396.0,3614.0
3502.0,1362.0
2630.0,17746.0
700.0,235.0
1015.0,334.0
1659.0,303.0
585.0,893.0
859.0,285.0
859.0,285.0
5000.0,2875.0
18630.0,28701.0
5.0,1.0
588.0,885.0
620.0,386.0
687.0,1807.0
214.0,27.0
233.0,60.0
75.0,97.0
4733.0,5600.0
294.0,36.0
1012.0,1132.0
855.0,8637.0
855.0,8637.0
1383.0,2194.0
962.0,218.0
50.0,2.0
75.0,97.0
11468.0,13015.0
259.0,93.0
645.0,44.0
976.0,748.0
132.0,107.0
75.0,134.0
168.0,281.0
2026.0,903.0
87.0,46.0
5000.0,3564.0
855.0,8637.0
599.0,3507.0
271.0,390.0
262.0,405.0
199.0,788.0
695.0,7851.0
3357.0,2712.0
4.0,9.0
5000.0,3564.0
139.0,16.0
1424.0,356.0
224.0,296.0
1040.0,1327.0
137.0,79.0
342.0,1417.0
473.0,533.0
46.0,5.0
826.0,15828.0
1397.0,359.0
198.0,62.0
57.0,17.0
752.0,141.0
1329.0,4002.0
2824.0,27110.0
855.0,1405.0
855.0,1405.0
338.0,13628.0
5347.0,5949.0
677.0,3624.0
369.0,856.0
294.0,68.0
14.0,2.0
987.0,8473.0
248.0,56.0
1316.0,4521.0
26.0,23.0
98.0,491.0
344.0,61.0
2663.0,3872.0
2022.0,603.0
230.0,249.0
338.0,283.0
1979.0,2005.0
1898.0,8207.0
16.0,10.0
379.0,3380.0
1990.0,46747.0
284.0,221.0
8296.0,29796.0
499.0,16229.0
816.0,1424.0
122.0,84.0
243.0,105.0
367.0,139.0
3261.0,876.0
2153.0,754.0
378.0,14395.0
4886.0,4359.0
1005.0,1388.0
5160.0,6009.0
651.0,231.0
7393.0,26577.0
962.0,350.0
962.0,350.0
484.0,592.0
2787.0,800.0
324.0,17.0
226.0,51.0
173.0,500.0
70.0,448.0
759.0,26941.0
228.0,222.0
33.0,3.0
216.0,256.0
3286.0,2358.0
1326.0,16898.0
817.0,404.0
198.0,294.0
479.0,310.0
1177.0,7345.0
1177.0,7345.0
595.0,90.0
285.0,90.0
259.0,195.0
18630.0,28701.0
2996.0,2630.0
2996.0,2630.0
207.0,17.0
45.0,222.0
1974.0,10138.0
149.0,49.0
576.0,8417.0
125.0,76.0
177.0,75.0
4430.0,4000.0
725.0,501.0
338.0,254.0
375.0,647.0
106.0,51.0
1600.0,1108.0
226.0,49.0
826.0,15826.0
354.0,497.0
354.0,497.0
4737.0,5600.0
3119.0,2105.0
949.0,227.0
169.0,118.0
2280.0,1094.0
283.0,340.0
283.0,340.0
930.0,602.0
1021.0,2951.0
549.0,9741.0
2409.0,1575.0
289.0,128.0
448.0,11341.0
818.0,1084.0
3356.0,2710.0
671.0,1230.0
2013.0,2599.0
312.0,311.0
1124.0,4054.0
2013.0,2599.0
915.0,536.0
835.0,241.0
61.0,57.0
126.0,101.0
160.0,2201.0
3803.0,2138.0
8941.0,107778.0
462.0,915.0
1788.0,1194.0
1062.0,411.0
1460.0,908.0
1181.0,1446.0
731.0,2210.0
1265.0,1385.0
1193.0,3312.0
874.0,306.0
73.0,24.0
887.0,802.0
498.0,659.0
5490.0,7659.0
689.0,398.0
330.0,247.0
216.0,247.0
802.0,317.0
635.0,303.0
8296.0,29796.0
802.0,317.0
574.0,3356.0
538.0,75.0
1305.0,4122.0
2.0,27.0
4874.0,4604.0
4874.0,4604.0
4874.0,4604.0
389.0,453.0
389.0,453.0
635.0,420.0
122.0,56.0
2197.0,3688.0
2280.0,1093.0
1399.0,214764.0
538.0,75.0
127.0,9220.0
129.0,14.0
125.0,147.0
2366.0,2365.0
1974.0,10140.0
509.0,345.0
509.0,345.0
1704.0,1797.0
909.0,2667.0
2357.0,895.0
371.0,466.0
4874.0,4605.0
139.0,42.0
4874.0,4605.0
951.0,976.0
60.0,69.0
2448.0,10439.0
154.0,84.0
1343.0,881.0
264.0,1072.0
1556.0,1290.0
105.0,49.0
156.0,17.0
1399.0,214764.0
4999.0,3562.0
4999.0,3562.0
708.0,9630.0
2985.0,1801.0
18630.0,28698.0
77.0,49.0
1164.0,614.0
1461.0,257.0
336.0,69908.0
198.0,206.0
4873.0,4605.0
1036.0,969.0
161.0,240.0
247.0,469.0
111.0,39.0
513.0,199.0
222.0,55.0
596.0,151.0
853.0,1300.0
118.0,107.0
2107.0,3102.0
801.0,296.0
623.0,3053.0
1599.0,1824.0
1254.0,1642.0
298.0,165.0
163.0,268.0
62.0,26.0
521.0,202.0
1991.0,14992.0
1718.0,13639.0
163.0,268.0
4434.0,1643.0
1164.0,614.0
139.0,199.0
870.0,1102.0
205.0,40.0
679.0,163.0
2407.0,3146.0
594.0,151.0
612.0,190.0
205.0,72.0
88.0,78.0
187.0,82.0
1075.0,399.0
540.0,74.0
108.0,35.0
435.0,282.0
87.0,88.0
379.0,3381.0
226.0,233.0
297.0,496.0
774.0,5986.0
109.0,1640.0
568.0,211.0
631.0,383.0
500.0,1317.0
154.0,111.0
212.0,352.0
1211.0,48913.0
3225.0,1843.0
314.0,385.0
796.0,1035.0
7483.0,29611.0
1155.0,2763.0
524.0,227.0
1522.0,544.0
2167.0,19671.0
114.0,44.0
434.0,227.0
3602.0,94286.0
1082.0,1368.0
18629.0,28697.0
212.0,352.0
212.0,352.0
1105.0,3313.0
751.0,495.0
456.0,236180.0
739.0,1655.0
5404.0,138679.0
935.0,217.0
658.0,277.0
1328.0,40641.0
1331.0,40244.0
1304.0,1207.0
19.0,1500.0
19.0,1500.0
1602.0,2607.0
500.0,1317.0
19.0,15.0
1838.0,892.0
348.0,469.0
210.0,51.0
42.0,226.0
2586.0,2241.0
387.0,2581.0
1694.0,802.0
2468.0,819.0
588.0,885.0
82.0,57.0
26.0,22.0
84.0,4.0
739.0,339.0
1035.0,1622.0
498.0,1357.0
62.0,49.0
1397.0,356.0
2613.0,27120.0
1726.0,1362.0
152.0,63.0
591.0,694.0
232.0,257.0
250.0,318.0
62.0,56.0
100.0,27.0
531.0,147.0
115.0,315.0
312.0,311.0
6634.0,13266.0
659.0,861.0
1248.0,443.0
4204.0,3744.0
1556.0,1290.0
1974.0,10141.0
5034.0,5323.0
1974.0,10141.0
2740.0,8751.0
6333.0,7126.0
6333.0,7126.0
829.0,883.0
1496.0,605.0
208.0,110.0
3212.0,1405.0
27.0,24.0
999.0,297.0
684.0,3523.0
869.0,1072.0
50.0,13471.0
422.0,858.0
4122.0,2690.0
3532.0,2858.0
125.0,9217.0
363.0,497.0
391.0,109.0
574.0,7132.0
996.0,1659.0
328.0,205.0
2289.0,9567.0
242.0,62.0
251.0,251.0
1779.0,705.0
1341.0,2766.0
413.0,15886.0
1357.0,7510.0
291.0,102.0
566.0,1129.0
324.0,342.0
726.0,590.0
810.0,27330.0
1326.0,16897.0
273.0,3375.0
716.0,2957.0
544.0,409.0
1038.0,2318.0
457.0,3459.0
1326.0,1623.0
1409.0,603.0
2977.0,421.0
825.0,2562.0
242.0,88.0
346.0,1700.0
1500.0,1532.0
565.0,573.0
445.0,575.0
250.0,2518.0
369.0,191.0
515.0,501.0
599.0,563.0
784.0,1999.0
1075.0,399.0
4414.0,5461.0
515.0,501.0
725.0,834.0
841.0,2752.0
588.0,358.0
18629.0,28696.0
1619.0,38681.0
273.0,3375.0
2355.0,2330.0
762.0,512.0
1012.0,1130.0
1338.0,2220.0
1331.0,1162.0
9470.0,14643.0
871.0,393.0
348.0,464.0
349.0,216.0
541.0,1527.0
294.0,53.0
530.0,2461.0
348.0,464.0
289.0,826.0
2314.0,2905.0
647.0,879.0
4223.0,3811.0
786.0,835.0
286.0,104.0
593.0,385.0
2013.0,2595.0
900.0,308.0
564.0,486.0
333.0,685.0
3585.0,3691.0
1705.0,1799.0
12.0,11.0
506.0,191.0
2044.0,1098.0
531.0,4154.0
254.0,42.0
191.0,188.0
191.0,188.0
3946.0,10919.0
541.0,1527.0
18629.0,28695.0
1064.0,2550.0
569.0,1268.0
541.0,1527.0
974.0,7299.0
103.0,1265.0
133.0,238.0
1221.0,454.0
1062.0,1293.0
551.0,381.0
659.0,193.0
23621.0,59191.0
541.0,1527.0
2372.0,4635.0
142.0,236.0
909.0,2667.0
1982.0,4571.0
386.0,87.0
165.0,41.0
99.0,62.0
99.0,62.0
386.0,87.0
1015.0,334.0
1331.0,1162.0
111.0,39.0
204.0,163.0
539.0,294.0
1444.0,1289.0
775.0,2299.0
1341.0,10480.0
58.0,69.0
1031.0,2200.0
1943.0,1818.0
264.0,53.0
8838.0,13766.0
452.0,264.0
4371.0,1874.0
2798.0,3272.0
2058.0,23553.0
8654.0,9767.0
18629.0,28693.0
66.0,38.0
871.0,533.0
1286.0,2029.0
4265.0,9971.0
105.0,96.0
365.0,2542.0
1225.0,1590.0
4107.0,4562.0
38.0,16.0
1392.0,2360.0
1164.0,614.0
354.0,1337.0
625.0,620.0
3010.0,2426.0
3010.0,2426.0
3010.0,2426.0
3010.0,2426.0
2285.0,1027.0
4030.0,33924.0
4114.0,9346.0
1428.0,2153.0
5530.0,7844.0
18629.0,28693.0
723.0,507.0
264.0,1483.0
275.0,697.0
1428.0,2153.0
3751.0,432.0
836.0,817.0
836.0,817.0
569.0,1268.0
1982.0,4571.0
684.0,3521.0
1164.0,614.0
1445.0,1058.0
1010.0,604.0
235.0,226.0
803.0,641.0
556.0,17309.0
1136.0,2506.0
706.0,692.0
1505.0,1833.0
1225.0,571.0
360.0,2449.0
1284.0,5946.0
2004.0,1948.0
369.0,717.0
3853.0,1928.0
516.0,689.0
649.0,1506.0
649.0,1506.0
711.0,1162.0
1697.0,863.0
564.0,1555.0
2716.0,2883.0
652.0,831.0
39.0,7.0
600.0,521.0
1704.0,830.0
9469.0,14643.0
1246.0,448.0
2973.0,10329.0
4030.0,33924.0
502.0,1714.0
1450.0,1254.0
231.0,2876.0
133.0,279.0
133.0,279.0
736.0,532.0
207.0,177.0
103.0,63.0
5003.0,4308.0
1834.0,4264.0
1968.0,341.0
126.0,419.0
126.0,419.0
1174.0,855.0
2409.0,10368.0
613.0,1422.0
915.0,556.0
688.0,3755.0
207.0,149.0
1228.0,13058.0
96.0,69.0
1227.0,1468.0
1556.0,1290.0
982.0,644.0
2276.0,2253.0
264.0,226.0
6684.0,10091.0
2377.0,25976.0
2013.0,2789.0
246.0,401.0
6329.0,6520.0
1903.0,2642.0
1333.0,1349.0
46.0,17.0
1740.0,3019.0
1740.0,3019.0
433.0,463.0
810.0,732.0
65.0,52.0
65.0,52.0
5160.0,6008.0
612.0,834.0
756.0,447.0
768.0,503.0
160.0,1700.0
774.0,762.0
774.0,762.0
909.0,2667.0
613.0,715.0
1319.0,2007.0
10645.0,11292.0
18629.0,28694.0
696.0,438.0
2007.0,3113.0
2007.0,3113.0
3247.0,4442.0
984.0,688.0
59.0,1102.0
1319.0,2007.0
133.0,27.0
573.0,26618.0
1345.0,603.0
257.0,192.0
573.0,26618.0
1050.0,2204.0
603.0,260.0
3670.0,3664.0
488.0,508.0
58.0,78.0
984.0,688.0
536.0,92.0
1863.0,598.0
141.0,21.0
258.0,93.0
5255.0,5061.0
403.0,1726.0
210.0,236.0
5081.0,16982.0
387.0,194.0
387.0,194.0
2582.0,2085.0
196.0,434.0
686.0,323.0
691.0,235.0
842.0,17929.0
4747.0,3402.0
765.0,3019.0
2312.0,3513.0
5001.0,2020.0
4413.0,5460.0
434.0,165.0
1293.0,10541.0
730.0,503.0
100.0,1228.0
292.0,350.0
429.0,424.0
552.0,559.0
429.0,424.0
657.0,125.0
1919.0,593.0
1197.0,1479.0
40.0,17.0
204.0,48.0
246.0,152.0
14850.0,16584.0
599.0,200.0
409.0,376.0
100.0,58.0
153.0,14.0
1322.0,1134.0
1322.0,1134.0
161.0,98.0
641.0,45.0
161.0,98.0
641.0,45.0
641.0,45.0
97.0,45.0
651.0,296.0
500.0,1384.0
324.0,77.0
401.0,257.0
50.0,22.0
1629.0,7886.0
448.0,346.0
503.0,280.0
294.0,1773.0
387.0,384.0
1377.0,516.0
402.0,49.0
315.0,126.0
928.0,277.0
928.0,277.0
18629.0,28693.0
35.0,17.0
440.0,389.0
139.0,77.0
64.0,28.0
283.0,1016.0
283.0,1016.0
2517.0,4371.0
1128.0,790.0
694.0,831.0
865.0,626.0
684.0,67.0
497.0,998.0
219.0,111.0
1873.0,2948.0
349.0,216.0
349.0,216.0
547.0,174.0
321.0,388.0
76.0,24.0
1999.0,1029.0
62.0,3.0
151.0,36.0
379.0,406.0
410.0,745.0
670.0,546.0
39.0,17.0
1034.0,639.0
675.0,650.0
3953.0,48565.0
570.0,332.0
11.0,20.0
11.0,20.0
24.0,4.0
246.0,294.0
3155.0,3417.0
125.0,48.0
1029.0,442.0
1029.0,442.0
446.0,197.0
1879.0,776.0
425.0,135.0
1137.0,118.0
1398.0,214714.0
285.0,80.0
1189.0,596.0
818.0,206.0
3068.0,2956.0
431.0,194.0
461.0,281.0
196.0,233.0
1742.0,1149.0
1742.0,1149.0
318.0,79.0
124.0,9197.0
368.0,41.0
109.0,13.0
18629.0,28693.0
56.0,7.0
17.0,53.0
17.0,53.0
443.0,334.0
1309.0,280.0
126.0,31.0
1901.0,953.0
155.0,43.0
